,Pclass,Age,SibSp,Parch,Fare,Cabin,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S
891,3.0,0.430038832519,0.0,0.0,0.0152815806712,False,0.0,1.0,0.0,1.0,0.0
892,3.0,0.586621570838,1.0,0.0,0.0136630900601,False,1.0,0.0,0.0,0.0,1.0
893,2.0,0.774520856821,0.0,0.0,0.0189087407081,False,0.0,1.0,0.0,1.0,0.0
894,3.0,0.336089189528,0.0,0.0,0.0169080739493,False,0.0,1.0,0.0,0.0,1.0
895,3.0,0.2734560942,1.0,1.0,0.0239836027304,False,1.0,0.0,0.0,0.0,1.0
896,3.0,0.173243141676,0.0,0.0,0.0180060008292,False,0.0,1.0,0.0,0.0,1.0
897,3.0,0.373669046724,0.0,0.0,0.0148912066695,False,1.0,0.0,0.0,1.0,0.0
898,2.0,0.323562570462,1.0,1.0,0.0566042302488,False,0.0,1.0,0.0,0.0,1.0
899,3.0,0.223349617938,0.0,0.0,0.014110458666,False,1.0,0.0,1.0,0.0,0.0
900,3.0,0.260929475135,2.0,0.0,0.0471376607072,False,0.0,1.0,0.0,0.0,1.0
901,3.0,0.372180103561,0.0,0.0,0.0154115752137,False,0.0,1.0,0.0,0.0,1.0
902,1.0,0.574094951773,0.0,0.0,0.0507486202231,False,0.0,1.0,0.0,0.0,1.0
903,1.0,0.285982713266,1.0,0.0,0.160573904435,True,1.0,0.0,0.0,0.0,1.0
904,2.0,0.787047475886,1.0,0.0,0.0507486202231,False,0.0,1.0,0.0,0.0,1.0
905,1.0,0.586621570838,1.0,0.0,0.119405647775,True,1.0,0.0,0.0,0.0,1.0
906,2.0,0.298509332331,1.0,0.0,0.0541073981339,False,1.0,0.0,1.0,0.0,0.0
907,2.0,0.436302142052,0.0,0.0,0.024105594606,False,0.0,1.0,0.0,1.0,0.0
908,3.0,0.260929475135,0.0,0.0,0.014102260812,False,0.0,1.0,1.0,0.0,0.0
909,3.0,0.336089189528,1.0,0.0,0.015468569818,False,1.0,0.0,0.0,0.0,1.0
910,3.0,0.561568332707,0.0,0.0,0.014102260812,False,1.0,0.0,1.0,0.0,0.0
911,1.0,0.686834523362,1.0,0.0,0.11594107851,False,0.0,1.0,1.0,0.0,0.0
912,3.0,0.110610046348,0.0,1.0,0.00618898942321,False,0.0,1.0,0.0,0.0,1.0
913,1.0,0.372180103561,0.0,0.0,0.0618416830429,False,1.0,0.0,0.0,0.0,1.0
914,1.0,0.260929475135,0.0,1.0,0.119804219631,False,0.0,1.0,1.0,0.0,0.0
915,1.0,0.599148189904,1.0,3.0,0.512121893501,True,1.0,0.0,1.0,0.0,0.0
916,3.0,0.624201428035,1.0,0.0,0.0283021151244,False,0.0,1.0,0.0,0.0,1.0
917,1.0,0.2734560942,0.0,1.0,0.120975341636,True,1.0,0.0,1.0,0.0,0.0
918,3.0,0.279719403733,0.0,0.0,0.014102260812,False,0.0,1.0,1.0,0.0,0.0
919,1.0,0.511461856445,0.0,0.0,0.0595320352617,True,0.0,1.0,0.0,0.0,1.0
920,3.0,0.372180103561,2.0,0.0,0.04231498029,False,0.0,1.0,1.0,0.0,0.0
921,2.0,0.624201428035,1.0,0.0,0.0507486202231,False,0.0,1.0,0.0,0.0,1.0
922,2.0,0.298509332331,2.0,0.0,0.0614839052703,False,0.0,1.0,0.0,0.0,1.0
923,3.0,0.411248903921,1.0,2.0,0.0401597254265,False,1.0,0.0,0.0,0.0,1.0
924,3.0,0.372180103561,1.0,2.0,0.0457713517012,False,1.0,0.0,0.0,0.0,1.0
925,1.0,0.373669046724,1.0,0.0,0.112720492996,True,0.0,1.0,1.0,0.0,0.0
926,3.0,0.229612927471,0.0,0.0,0.014110458666,False,0.0,1.0,1.0,0.0,0.0
927,3.0,0.372180103561,0.0,0.0,0.0157125535691,False,1.0,0.0,0.0,0.0,1.0
928,3.0,0.260929475135,0.0,0.0,0.0169080739493,False,1.0,0.0,0.0,0.0,1.0
929,3.0,0.311035951397,0.0,0.0,0.0185427650815,False,0.0,1.0,0.0,0.0,1.0
930,3.0,0.372180103561,0.0,0.0,0.110272457631,False,0.0,1.0,0.0,0.0,1.0
931,3.0,0.486408618314,0.0,1.0,0.0261876543441,False,0.0,1.0,1.0,0.0,0.0
932,1.0,0.372180103561,0.0,0.0,0.0518221487278,True,0.0,1.0,0.0,0.0,1.0
933,3.0,0.511461856445,0.0,0.0,0.0153221795674,False,0.0,1.0,0.0,0.0,1.0
934,2.0,0.373669046724,0.0,0.0,0.0253743101115,False,1.0,0.0,0.0,0.0,1.0
935,1.0,0.561568332707,1.0,0.0,0.102578966805,True,1.0,0.0,0.0,0.0,1.0
936,3.0,0.311035951397,0.0,0.0,0.015468569818,False,0.0,1.0,0.0,0.0,1.0
937,1.0,0.561568332707,0.0,0.0,0.0579705392548,True,0.0,1.0,1.0,0.0,0.0
938,3.0,0.372180103561,0.0,0.0,0.0151269925665,False,0.0,1.0,0.0,1.0,0.0
939,1.0,0.74946761869,0.0,0.0,0.148911481134,True,1.0,0.0,1.0,0.0,0.0
940,3.0,0.448828761117,0.0,2.0,0.0310347331364,False,1.0,0.0,0.0,0.0,1.0
941,1.0,0.298509332331,1.0,0.0,0.117112200515,True,0.0,1.0,0.0,0.0,1.0
942,2.0,0.336089189528,0.0,0.0,0.0293430474,False,0.0,1.0,1.0,0.0,0.0
943,2.0,0.248402856069,2.0,1.0,0.0448930101973,False,1.0,0.0,0.0,0.0,1.0
944,1.0,0.348615808593,3.0,2.0,0.513341812257,True,1.0,0.0,0.0,0.0,1.0
945,2.0,0.372180103561,0.0,0.0,0.0304085732377,False,0.0,1.0,1.0,0.0,0.0
946,3.0,0.123136665414,4.0,1.0,0.0568482139999,False,0.0,1.0,0.0,1.0,0.0
947,3.0,0.436302142052,0.0,0.0,0.0154115752137,False,0.0,1.0,0.0,0.0,1.0
948,3.0,0.311035951397,0.0,0.0,0.0149318055656,True,0.0,1.0,0.0,0.0,1.0
949,3.0,0.372180103561,1.0,0.0,0.0314251071381,False,0.0,1.0,0.0,0.0,1.0
950,1.0,0.448828761117,0.0,0.0,0.512121893501,True,1.0,0.0,1.0,0.0,0.0
951,3.0,0.210822998873,0.0,0.0,0.0154115752137,False,0.0,1.0,0.0,0.0,1.0
952,2.0,0.398722284855,0.0,0.0,0.0263502451158,False,0.0,1.0,0.0,0.0,1.0
953,3.0,0.223349617938,0.0,0.0,0.0151269925665,False,0.0,1.0,0.0,0.0,1.0
954,3.0,0.2734560942,0.0,0.0,0.0150781958163,False,1.0,0.0,0.0,1.0,0.0
955,1.0,0.160716522611,2.0,2.0,0.512121893501,True,0.0,1.0,1.0,0.0,0.0
956,2.0,0.372180103561,0.0,0.0,0.0409892701802,False,1.0,0.0,0.0,0.0,1.0
957,3.0,0.223349617938,0.0,0.0,0.0153791741716,False,1.0,0.0,0.0,1.0,0.0
958,1.0,0.586621570838,0.0,0.0,0.0827592883638,False,0.0,1.0,0.0,0.0,1.0
959,1.0,0.38619566579,0.0,0.0,0.0557014903699,True,0.0,1.0,1.0,0.0,0.0
960,1.0,0.74946761869,1.0,4.0,0.513341812257,True,1.0,0.0,0.0,0.0,1.0
961,3.0,0.298509332331,0.0,0.0,0.0151269925665,False,1.0,0.0,0.0,1.0,0.0
962,3.0,0.260929475135,0.0,0.0,0.0154115752137,False,0.0,1.0,0.0,0.0,1.0
963,3.0,0.361142427659,0.0,0.0,0.015468569818,False,1.0,0.0,0.0,0.0,1.0
964,1.0,0.354879118126,0.0,0.0,0.0541073981339,True,0.0,1.0,1.0,0.0,0.0
965,1.0,0.436302142052,0.0,0.0,0.412820506815,True,1.0,0.0,1.0,0.0,0.0
966,1.0,0.404985594388,0.0,0.0,0.412820506815,True,0.0,1.0,1.0,0.0,0.0
967,3.0,0.372180103561,0.0,0.0,0.0157125535691,False,0.0,1.0,0.0,0.0,1.0
968,1.0,0.686834523362,2.0,0.0,0.0501630592205,True,1.0,0.0,0.0,0.0,1.0
969,2.0,0.373669046724,0.0,0.0,0.0253743101115,False,0.0,1.0,0.0,0.0,1.0
970,3.0,0.298509332331,0.0,0.0,0.0151269925665,False,1.0,0.0,0.0,1.0,0.0
971,3.0,0.0730301891519,1.0,1.0,0.0297578197768,False,0.0,1.0,1.0,0.0,0.0
972,1.0,0.837153952148,1.0,0.0,0.432884169007,True,0.0,1.0,0.0,0.0,1.0
973,1.0,0.611674808969,0.0,0.0,0.0507486202231,False,0.0,1.0,0.0,0.0,1.0
974,3.0,0.372180103561,0.0,0.0,0.0154115752137,False,0.0,1.0,0.0,0.0,1.0
975,2.0,0.372180103561,0.0,0.0,0.0209012096129,False,0.0,1.0,0.0,1.0,0.0
976,3.0,0.372180103561,1.0,0.0,0.028212719478,False,0.0,1.0,1.0,0.0,0.0
977,3.0,0.336089189528,0.0,0.0,0.0153791741716,False,1.0,0.0,0.0,1.0,0.0
978,3.0,0.223349617938,0.0,0.0,0.0157125535691,False,1.0,0.0,0.0,0.0,1.0
979,3.0,0.372180103561,0.0,0.0,0.0151269925665,False,1.0,0.0,0.0,1.0,0.0
980,2.0,0.0229237128899,1.0,1.0,0.0448930101973,False,0.0,1.0,0.0,0.0,1.0
981,3.0,0.2734560942,1.0,0.0,0.0271309931193,False,1.0,0.0,0.0,0.0,1.0
982,3.0,0.372180103561,0.0,0.0,0.0151757893167,False,0.0,1.0,0.0,0.0,1.0
983,1.0,0.336089189528,1.0,2.0,0.101497240446,True,1.0,0.0,0.0,0.0,1.0
984,3.0,0.372180103561,0.0,0.0,0.0157125535691,False,0.0,1.0,0.0,0.0,1.0
985,1.0,0.311035951397,0.0,0.0,0.0507486202231,False,0.0,1.0,1.0,0.0,0.0
986,3.0,0.311035951397,0.0,0.0,0.0152163882129,False,0.0,1.0,0.0,0.0,1.0
987,1.0,0.949893523738,1.0,0.0,0.153904950177,True,1.0,0.0,0.0,0.0,1.0
988,3.0,0.361142427659,0.0,0.0,0.015468569818,False,0.0,1.0,0.0,0.0,1.0
989,3.0,0.248402856069,0.0,0.0,0.0153303774214,False,1.0,0.0,0.0,0.0,1.0
990,3.0,0.411248903921,0.0,0.0,0.0157125535691,False,0.0,1.0,0.0,0.0,1.0
991,1.0,0.536515094576,1.0,0.0,0.108214991455,True,1.0,0.0,1.0,0.0,0.0
992,2.0,0.336089189528,1.0,0.0,0.0507486202231,False,0.0,1.0,0.0,0.0,1.0
993,3.0,0.372180103561,0.0,0.0,0.0151269925665,False,0.0,1.0,0.0,1.0,0.0
994,3.0,0.323562570462,0.0,0.0,0.0151757893167,False,0.0,1.0,0.0,0.0,1.0
995,3.0,0.198296379807,1.0,1.0,0.0166234913021,False,1.0,0.0,1.0,0.0,0.0
996,3.0,0.348615808593,0.0,0.0,0.0439658719433,False,0.0,1.0,0.0,0.0,1.0
997,3.0,0.260929475135,0.0,0.0,0.0152651849631,False,0.0,1.0,0.0,1.0,0.0
998,3.0,0.372180103561,0.0,0.0,0.0151269925665,False,0.0,1.0,0.0,1.0,0.0
999,3.0,0.372180103561,0.0,0.0,0.0170056674498,False,0.0,1.0,0.0,0.0,1.0
1000,2.0,0.229612927471,0.0,0.0,0.0253743101115,True,0.0,1.0,0.0,0.0,1.0
1001,2.0,0.511461856445,0.0,0.0,0.0293674457751,False,0.0,1.0,1.0,0.0,0.0
1002,3.0,0.372180103561,0.0,0.0,0.0151839871707,False,1.0,0.0,0.0,1.0,0.0
1003,1.0,0.448828761117,0.0,0.0,0.0618336803758,True,1.0,0.0,1.0,0.0,0.0
1004,3.0,0.229612927471,0.0,0.0,0.0142160548335,False,1.0,0.0,0.0,1.0,0.0
1005,1.0,0.787047475886,1.0,0.0,0.432884169007,True,1.0,0.0,0.0,0.0,1.0
1006,3.0,0.223349617938,1.0,0.0,0.028212719478,False,0.0,1.0,1.0,0.0,0.0
1007,3.0,0.372180103561,0.0,0.0,0.0125651631802,False,0.0,1.0,1.0,0.0,0.0
1008,3.0,0.0103970938244,1.0,1.0,0.0325962291433,True,1.0,0.0,0.0,0.0,1.0
1009,1.0,0.448828761117,0.0,0.0,0.146862017625,True,0.0,1.0,1.0,0.0,0.0
1010,2.0,0.361142427659,1.0,0.0,0.0507486202231,False,1.0,0.0,0.0,0.0,1.0
1011,2.0,0.148189903545,0.0,0.0,0.0307419526351,False,1.0,0.0,0.0,0.0,1.0
1012,3.0,0.372180103561,1.0,0.0,0.0151269925665,False,0.0,1.0,0.0,1.0,0.0
1013,1.0,0.436302142052,1.0,0.0,0.112720492996,True,1.0,0.0,1.0,0.0,0.0
1014,3.0,0.348615808593,0.0,0.0,0.0141510575622,False,0.0,1.0,0.0,0.0,1.0
1015,3.0,0.372180103561,0.0,0.0,0.0151269925665,False,0.0,1.0,0.0,1.0,0.0
1016,3.0,0.210822998873,0.0,1.0,0.0314251071381,False,1.0,0.0,0.0,0.0,1.0
1017,3.0,0.2734560942,0.0,0.0,0.0152163882129,False,0.0,1.0,0.0,0.0,1.0
1018,3.0,0.372180103561,2.0,0.0,0.0453809776995,False,1.0,0.0,0.0,1.0,0.0
1019,2.0,0.52398847551,0.0,0.0,0.0253743101115,False,0.0,1.0,0.0,0.0,1.0
1020,3.0,0.298509332331,0.0,0.0,0.0157125535691,False,0.0,1.0,0.0,0.0,1.0
1021,3.0,0.398722284855,0.0,0.0,0.0157125535691,False,0.0,1.0,0.0,0.0,1.0
1022,1.0,0.661781285231,0.0,0.0,0.0556282952445,True,0.0,1.0,1.0,0.0,0.0
1023,3.0,0.372180103561,0.0,4.0,0.0497076879475,False,1.0,0.0,0.0,0.0,1.0
1024,3.0,0.372180103561,1.0,0.0,0.0125651631802,False,0.0,1.0,1.0,0.0,0.0
1025,3.0,0.536515094576,0.0,0.0,0.0154115752137,False,0.0,1.0,0.0,0.0,1.0
1026,3.0,0.298509332331,0.0,0.0,0.0153303774214,False,0.0,1.0,0.0,0.0,1.0
1027,3.0,0.329825879995,0.0,0.0,0.014102260812,False,0.0,1.0,1.0,0.0,0.0
1028,2.0,0.323562570462,0.0,0.0,0.0253743101115,False,0.0,1.0,0.0,0.0,1.0
1029,3.0,0.285982713266,0.0,0.0,0.0157125535691,False,1.0,0.0,0.0,0.0,1.0
1030,3.0,0.498935237379,1.0,6.0,0.0915427034024,False,0.0,1.0,0.0,0.0,1.0
1031,3.0,0.123136665414,5.0,2.0,0.0915427034024,False,1.0,0.0,0.0,0.0,1.0
1032,1.0,0.411248903921,0.0,0.0,0.2958058998,False,1.0,0.0,0.0,0.0,1.0
1033,1.0,0.761994237755,1.0,3.0,0.512121893501,True,0.0,1.0,1.0,0.0,0.0
1034,2.0,0.348615808593,0.0,0.0,0.0507486202231,False,0.0,1.0,0.0,0.0,1.0
1035,1.0,0.52398847551,0.0,0.0,0.0518221487278,False,0.0,1.0,0.0,0.0,1.0
1036,3.0,0.38619566579,3.0,0.0,0.0351336601544,False,0.0,1.0,0.0,0.0,1.0
1037,1.0,0.372180103561,0.0,0.0,0.10122885832,True,0.0,1.0,0.0,0.0,1.0
1038,3.0,0.2734560942,0.0,0.0,0.0157125535691,False,0.0,1.0,0.0,0.0,1.0
1039,1.0,0.372180103561,0.0,0.0,0.0518221487278,False,0.0,1.0,0.0,0.0,1.0
1040,2.0,0.373669046724,1.0,1.0,0.0507486202231,False,0.0,1.0,0.0,0.0,1.0
1041,1.0,0.285982713266,0.0,1.0,0.162314191735,True,1.0,0.0,1.0,0.0,0.0
1042,3.0,0.372180103561,0.0,0.0,0.0154115752137,False,0.0,1.0,1.0,0.0,0.0
1043,3.0,0.755730928222,0.0,0.0,0.0649884474306,False,0.0,1.0,0.0,0.0,1.0
1044,3.0,0.448828761117,0.0,2.0,0.0237802178755,False,1.0,0.0,0.0,0.0,1.0
1045,3.0,0.160716522611,4.0,2.0,0.0612643198943,False,0.0,1.0,0.0,0.0,1.0
1046,3.0,0.298509332331,0.0,0.0,0.0147366185648,False,0.0,1.0,0.0,0.0,1.0
1047,1.0,0.361142427659,0.0,0.0,0.432884169007,True,1.0,0.0,0.0,0.0,1.0
1048,3.0,0.285982713266,0.0,0.0,0.0153303774214,False,1.0,0.0,0.0,0.0,1.0
1049,1.0,0.52398847551,0.0,0.0,0.0518221487278,True,0.0,1.0,0.0,0.0,1.0
1050,3.0,0.323562570462,0.0,2.0,0.0268870093682,False,1.0,0.0,0.0,0.0,1.0
1051,3.0,0.372180103561,0.0,0.0,0.0150943963374,False,1.0,0.0,0.0,1.0,0.0
1052,3.0,0.0855568082175,1.0,1.0,0.0297578197768,False,0.0,1.0,1.0,0.0,0.0
1053,2.0,0.323562570462,0.0,0.0,0.0263502451158,False,1.0,0.0,0.0,0.0,1.0
1054,3.0,0.372180103561,0.0,0.0,0.0136630900601,False,0.0,1.0,0.0,0.0,1.0
1055,2.0,0.511461856445,0.0,0.0,0.0253743101115,False,0.0,1.0,0.0,0.0,1.0
1056,3.0,0.323562570462,1.0,1.0,0.042989936939,False,1.0,0.0,0.0,0.0,1.0
1057,1.0,0.599148189904,0.0,0.0,0.0985612375793,True,0.0,1.0,1.0,0.0,0.0
1058,3.0,0.223349617938,2.0,2.0,0.067095531545,False,0.0,1.0,0.0,0.0,1.0
1059,1.0,0.372180103561,0.0,0.0,0.0541073981339,False,1.0,0.0,1.0,0.0,0.0
1060,3.0,0.2734560942,0.0,0.0,0.0174936349519,False,1.0,0.0,0.0,0.0,1.0
1061,3.0,0.372180103561,0.0,0.0,0.0147366185648,False,0.0,1.0,0.0,0.0,1.0
1062,3.0,0.336089189528,0.0,0.0,0.014102260812,False,0.0,1.0,1.0,0.0,0.0
1063,3.0,0.285982713266,1.0,0.0,0.0271309931193,False,0.0,1.0,0.0,0.0,1.0
1064,3.0,0.372180103561,0.0,0.0,0.014110458666,False,0.0,1.0,1.0,0.0,0.0
1065,3.0,0.498935237379,1.0,5.0,0.0612643198943,False,0.0,1.0,0.0,0.0,1.0
1066,2.0,0.185769760742,0.0,2.0,0.0761229303346,False,1.0,0.0,0.0,0.0,1.0
1067,2.0,0.248402856069,0.0,0.0,0.0717312228153,False,1.0,0.0,0.0,0.0,1.0
1068,1.0,0.674307904297,1.0,0.0,0.108214991455,True,0.0,1.0,1.0,0.0,0.0
1069,2.0,0.448828761117,0.0,3.0,0.0761229303346,True,1.0,0.0,0.0,0.0,1.0
1070,1.0,0.799574094952,0.0,2.0,0.162314191735,True,1.0,0.0,1.0,0.0,0.0
1071,2.0,0.373669046724,0.0,0.0,0.0253743101115,False,0.0,1.0,0.0,0.0,1.0
1072,1.0,0.461355380183,1.0,1.0,0.162314191735,True,0.0,1.0,1.0,0.0,0.0
1073,1.0,0.223349617938,1.0,0.0,0.103644297456,True,1.0,0.0,0.0,0.0,1.0
1074,3.0,0.372180103561,0.0,0.0,0.0151269925665,False,0.0,1.0,0.0,1.0,0.0
1075,1.0,0.336089189528,1.0,1.0,0.48312842602,True,1.0,0.0,1.0,0.0,0.0
1076,2.0,0.498935237379,0.0,0.0,0.0312299201373,False,0.0,1.0,0.0,0.0,1.0
1077,2.0,0.260929475135,0.0,1.0,0.0409892701802,False,1.0,0.0,0.0,0.0,1.0
1078,3.0,0.210822998873,2.0,0.0,0.0157125535691,False,0.0,1.0,0.0,0.0,1.0
1079,3.0,0.372180103561,8.0,2.0,0.135752559097,False,1.0,0.0,0.0,0.0,1.0
1080,2.0,0.498935237379,0.0,0.0,0.0253743101115,False,0.0,1.0,0.0,0.0,1.0
1081,2.0,0.423775522986,1.0,0.0,0.0507486202231,False,0.0,1.0,0.0,0.0,1.0
1082,1.0,0.372180103561,0.0,0.0,0.0507486202231,False,0.0,1.0,0.0,0.0,1.0
1083,3.0,0.141926594012,1.0,1.0,0.0283021151244,False,0.0,1.0,0.0,0.0,1.0
1084,2.0,0.761994237755,0.0,0.0,0.024105594606,False,0.0,1.0,0.0,1.0,0.0
1085,2.0,0.098083427283,0.0,2.0,0.0634357752789,False,0.0,1.0,0.0,0.0,1.0
1086,3.0,0.411248903921,0.0,0.0,0.0153303774214,False,0.0,1.0,0.0,0.0,1.0
1087,1.0,0.0730301891519,0.0,2.0,0.262526516154,True,0.0,1.0,1.0,0.0,0.0
1088,3.0,0.223349617938,0.0,0.0,0.0151757893167,False,1.0,0.0,0.0,0.0,1.0
1089,2.0,0.285982713266,0.0,0.0,0.0204946350901,False,0.0,1.0,0.0,0.0,1.0
1090,3.0,0.372180103561,0.0,0.0,0.0158345454446,False,1.0,0.0,0.0,0.0,1.0
1091,3.0,0.372180103561,0.0,0.0,0.030253985133,False,1.0,0.0,0.0,1.0,0.0
1092,3.0,0.00200425905048,0.0,2.0,0.0281069281236,False,0.0,1.0,0.0,0.0,1.0
1093,1.0,0.586621570838,1.0,0.0,0.444099223702,True,0.0,1.0,1.0,0.0,0.0
1094,2.0,0.098083427283,1.0,1.0,0.0507486202231,False,1.0,0.0,0.0,0.0,1.0
1095,2.0,0.311035951397,0.0,0.0,0.0204946350901,False,0.0,1.0,0.0,0.0,1.0
1096,1.0,0.372180103561,0.0,0.0,0.0502444521999,False,0.0,1.0,1.0,0.0,0.0
1097,3.0,0.436302142052,0.0,0.0,0.0151269925665,False,1.0,0.0,0.0,1.0,0.0
1098,2.0,0.298509332331,0.0,0.0,0.0204946350901,False,0.0,1.0,0.0,0.0,1.0
